concept1;concept2;size of concept1;size of concept2;confidence
банковский сектор;строительство;14;35;0.9286
банковский сектор;российское правительство;14;41;0.9286
банковский сектор;кредит;14;22;0.8571
банковский сектор;украинское правительство;14;33;0.8571
банковский сектор;Центральный банк;14;20;0.8571
банковский сектор;аналитическое управление;14;33;0.8571
банковский сектор;правительство РФ;14;37;0.9286
банковский сектор;Российская Федерация;14;36;0.8571
банковский сектор;дополнительное средство;14;37;0.8571
банковский сектор;российский производитель;14;36;0.8571
банковский сектор;правительство;14;39;1.0000
банковский сектор;официальный представитель;14;41;0.9286
банковский сектор;российское законодательство;14;39;1.0000
банковский сектор;финансовая система;14;26;0.8571
настоящий момент;компания;10;35;0.8000
настоящий момент;российский рубль;10;30;0.8000
настоящий момент;российская сторона;10;32;0.9000
настоящий момент;российский газ;10;33;0.9000
настоящий момент;правоохранительный орган;10;26;0.9000
настоящий момент;российское правительство;10;41;0.9000
настоящий момент;региональный бюджет;10;21;0.8000
настоящий момент;уголовная ответственность;10;35;0.9000
настоящий момент;российский рынок;10;31;0.8000
настоящий момент;российский бюджет;10;31;0.8000
настоящий момент;эксперт;10;29;0.8000
настоящий момент;кредит;10;22;0.8000
настоящий момент;собственное средство;10;36;0.9000
настоящий момент;российская власть;10;32;0.9000
настоящий момент;правительство РФ;10;37;0.8000
настоящий момент;Российская Федерация;10;36;0.9000
настоящий момент;иностранная компания;10;34;0.8000
настоящий момент;дополнительное средство;10;37;0.9000
настоящий момент;проект постановления;10;30;0.8000
настоящий момент;кредитная организация;10;28;0.8000
настоящий момент;российский банк;10;35;0.9000
настоящий момент;российский производитель;10;36;1.0000
настоящий момент;правительство;10;39;0.8000
настоящий момент;официальный представитель;10;41;1.0000
настоящий момент;значительная часть;10;23;0.8000
настоящий момент;российское законодательство;10;39;0.8000
настоящий момент;российский бизнес;10;35;0.9000
валютный контроль;строительство;8;35;0.8750
валютный контроль;российское правительство;8;41;1.0000
валютный контроль;российская компания;8;34;0.8750
валютный контроль;украинское правительство;8;33;1.0000
валютный контроль;аналитическое управление;8;33;0.8750
валютный контроль;федеральный бюджет;8;24;0.8750
валютный контроль;дополнительное средство;8;37;0.8750
валютный контроль;проект постановления;8;30;0.8750
валютный контроль;правительство;8;39;1.0000
валютный контроль;официальный представитель;8;41;1.0000
валютный контроль;российское законодательство;8;39;1.0000
потребительский кредит;компания;24;35;0.8750
потребительский кредит;российское правительство;24;41;0.9167
потребительский кредит;уголовная ответственность;24;35;0.8333
потребительский кредит;аналитик компании;24;32;0.8333
потребительский кредит;собственное средство;24;36;0.8333
потребительский кредит;правительство РФ;24;37;0.8333
потребительский кредит;Российская Федерация;24;36;0.8333
потребительский кредит;иностранная компания;24;34;0.8333
потребительский кредит;российский производитель;24;36;0.8333
потребительский кредит;потребительское кредитование;24;28;0.9583
потребительский кредит;правительство;24;39;0.8750
потребительский кредит;официальный представитель;24;41;0.9583
потребительский кредит;российское законодательство;24;39;0.8750
потребительский кредит;потребительский спрос;24;21;0.8333
проблема;компания;16;35;1.0000
проблема;строительство;16;35;0.8750
проблема;российское правительство;16;41;0.9375
проблема;российская компания;16;34;0.9375
проблема;уголовная ответственность;16;35;0.9375
проблема;управляющая компания;16;31;0.8125
проблема;аналитик компании;16;32;0.8750
проблема;украинское правительство;16;33;0.8750
проблема;собственное средство;16;36;0.8750
проблема;правительство РФ;16;37;0.8750
проблема;национальная экономика;16;27;0.8125
проблема;Российская Федерация;16;36;0.8125
проблема;иностранная компания;16;34;0.9375
проблема;дополнительное средство;16;37;0.9375
проблема;российский банк;16;35;0.8125
проблема;крупная компания;16;28;0.8125
проблема;правительство;16;39;0.8750
проблема;официальный представитель;16;41;1.0000
проблема;российское законодательство;16;39;0.8750
проблема;исполнительная власть;16;27;0.8125
проблема;страховая компания;16;30;0.8125
деньги;строительство;6;35;0.8333
деньги;бизнес;6;22;0.8333
деньги;российское правительство;6;41;1.0000
деньги;национальная валюта;6;24;0.8333
деньги;региональный бюджет;6;21;0.8333
деньги;уголовная ответственность;6;35;0.8333
деньги;экономическая ситуация;6;26;0.8333
деньги;российская экономика;6;29;0.8333
деньги;кредит;6;22;0.8333
деньги;генеральный директор;6;29;0.8333
деньги;украинское правительство;6;33;0.8333
деньги;Банк России;6;20;0.8333
деньги;банк России;6;20;0.8333
деньги;аналитическое управление;6;33;1.0000
деньги;российская власть;6;32;0.8333
деньги;правительство РФ;6;37;0.8333
деньги;национальная экономика;6;27;0.8333
деньги;Российская Федерация;6;36;1.0000
деньги;средний размер;6;12;1.0000
деньги;проект постановления;6;30;0.8333
деньги;кредитная организация;6;28;0.8333
деньги;министр финансов;6;25;1.0000
деньги;российский банк;6;35;0.8333
деньги;российский производитель;6;36;0.8333
деньги;правительство;6;39;1.0000
деньги;официальный представитель;6;41;0.8333
деньги;совет директоров;6;27;0.8333
деньги;экономическая санкция;6;24;0.8333
деньги;российское законодательство;6;39;1.0000
деньги;исполнительный директор;6;31;0.8333
деньги;российский бизнес;6;35;0.8333
деньги;течение года;6;23;1.0000
деньги;финансовая система;6;26;0.8333
средняя зарплата;российский рубль;7;30;1.0000
средняя зарплата;строительство;7;35;0.8571
средняя зарплата;российская сторона;7;32;1.0000
средняя зарплата;российский газ;7;33;1.0000
средняя зарплата;российское правительство;7;41;1.0000
средняя зарплата;пояснительная записка;7;24;0.8571
средняя зарплата;уголовная ответственность;7;35;1.0000
средняя зарплата;российский рынок;7;31;1.0000
средняя зарплата;российский бюджет;7;31;0.8571
средняя зарплата;российская экономика;7;29;0.8571
средняя зарплата;интеллектуальная собственность;7;30;0.8571
средняя зарплата;кредит;7;22;0.8571
средняя зарплата;украинское правительство;7;33;0.8571
средняя зарплата;аналитическое управление;7;33;0.8571
средняя зарплата;собственное средство;7;36;0.8571
средняя зарплата;российская власть;7;32;1.0000
средняя зарплата;правительство РФ;7;37;0.8571
средняя зарплата;Российская Федерация;7;36;1.0000
средняя зарплата;финансовая помощь;7;20;0.8571
средняя зарплата;дополнительное средство;7;37;1.0000
средняя зарплата;проект постановления;7;30;0.8571
средняя зарплата;министр финансов;7;25;0.8571
средняя зарплата;российский банк;7;35;1.0000
средняя зарплата;российский производитель;7;36;1.0000
средняя зарплата;правительство;7;39;0.8571
средняя зарплата;официальный представитель;7;41;0.8571
средняя зарплата;российское законодательство;7;39;0.8571
средняя зарплата;российский бизнес;7;35;1.0000
средняя зарплата;финансовая система;7;26;1.0000
чистая прибыль;компания;10;35;0.9000
чистая прибыль;строительство;10;35;0.8000
чистая прибыль;российское правительство;10;41;1.0000
чистая прибыль;российская компания;10;34;0.8000
чистая прибыль;управляющая компания;10;31;1.0000
чистая прибыль;российский бюджет;10;31;0.8000
чистая прибыль;интеллектуальная собственность;10;30;0.9000
чистая прибыль;аналитик компании;10;32;0.9000
чистая прибыль;украинское правительство;10;33;0.8000
чистая прибыль;собственное средство;10;36;1.0000
чистая прибыль;российская власть;10;32;0.8000
чистая прибыль;Российская Федерация;10;36;0.8000
чистая прибыль;иностранная компания;10;34;0.9000
чистая прибыль;дополнительное средство;10;37;0.8000
чистая прибыль;Следственный комитет;10;27;0.9000
чистая прибыль;российский банк;10;35;0.8000
чистая прибыль;российский производитель;10;36;0.8000
чистая прибыль;налог на прибыль;10;9;0.8000
чистая прибыль;правительство;10;39;0.8000
чистая прибыль;официальный представитель;10;41;1.0000
чистая прибыль;российское законодательство;10;39;0.8000
чистая прибыль;Общественная палата;10;30;0.8000
чистая прибыль;российский бизнес;10;35;0.8000
чистая прибыль;страховая компания;10;30;0.8000
розничная цена;российский рубль;10;30;0.8000
розничная цена;строительство;10;35;0.8000
розничная цена;розничный бизнес;10;12;0.8000
розничная цена;российская сторона;10;32;0.8000
розничная цена;бизнес;10;22;0.8000
розничная цена;российский газ;10;33;0.8000
розничная цена;российское правительство;10;41;1.0000
розничная цена;уголовная ответственность;10;35;0.8000
розничная цена;управляющая компания;10;31;0.8000
розничная цена;российский рынок;10;31;0.8000
розничная цена;российский бюджет;10;31;0.8000
розничная цена;потребительская цена;10;21;0.8000
розничная цена;украинское правительство;10;33;0.9000
розничная цена;аналитическое управление;10;33;0.8000
розничная цена;собственное средство;10;36;0.8000
розничная цена;правительство РФ;10;37;0.9000
розничная цена;Российская Федерация;10;36;0.8000
розничная цена;дополнительное средство;10;37;0.9000
розничная цена;российский банк;10;35;0.8000
розничная цена;российский производитель;10;36;0.9000
розничная цена;правительство;10;39;0.9000
розничная цена;официальный представитель;10;41;0.9000
розничная цена;российское законодательство;10;39;0.9000
розничная цена;российский бизнес;10;35;0.9000
крупнейший банк;компания;14;35;0.8571
крупнейший банк;строительство;14;35;0.8571
крупнейший банк;российское правительство;14;41;0.9286
крупнейший банк;российская компания;14;34;0.8571
крупнейший банк;уголовная ответственность;14;35;0.8571
крупнейший банк;украинское правительство;14;33;0.8571
крупнейший банк;собственное средство;14;36;0.8571
крупнейший банк;Российская Федерация;14;36;0.9286
крупнейший банк;иностранная компания;14;34;0.8571
крупнейший банк;дополнительное средство;14;37;0.9286
крупнейший банк;проект постановления;14;30;0.8571
крупнейший банк;российский банк;14;35;0.9286
крупнейший банк;российский производитель;14;36;0.8571
крупнейший банк;правительство;14;39;0.8571
крупнейший банк;официальный представитель;14;41;0.9286
крупнейший банк;российское законодательство;14;39;0.8571
крупнейший банк;исполнительная власть;14;27;0.8571
крупнейший банк;российский бизнес;14;35;0.8571
падение рубля;компания;7;35;0.8571
падение рубля;российский рубль;7;30;0.8571
падение рубля;строительство;7;35;0.8571
падение рубля;российская сторона;7;32;0.8571
падение рубля;российский газ;7;33;0.8571
падение рубля;российская валюта;7;27;0.8571
падение рубля;российское правительство;7;41;1.0000
падение рубля;российская компания;7;34;0.8571
падение рубля;уголовная ответственность;7;35;0.8571
падение рубля;управляющая компания;7;31;0.8571
падение рубля;российский рынок;7;31;0.8571
падение рубля;российский бюджет;7;31;0.8571
падение рубля;российская экономика;7;29;0.8571
падение рубля;аналитик компании;7;32;1.0000
падение рубля;эксперт;7;29;0.8571
падение рубля;генеральный директор;7;29;0.8571
падение рубля;директор Института;7;25;0.8571
падение рубля;собственное средство;7;36;0.8571
падение рубля;российская власть;7;32;0.8571
падение рубля;правительство РФ;7;37;1.0000
падение рубля;Российская Федерация;7;36;0.8571
падение рубля;иностранная компания;7;34;0.8571
падение рубля;дополнительное средство;7;37;1.0000
падение рубля;российский банк;7;35;0.8571
падение рубля;российский производитель;7;36;1.0000
падение рубля;крупная компания;7;28;0.8571
падение рубля;правительство;7;39;1.0000
падение рубля;официальный представитель;7;41;0.8571
падение рубля;совет директоров;7;27;0.8571
падение рубля;российское законодательство;7;39;1.0000
падение рубля;Общественная палата;7;30;0.8571
падение рубля;исполнительный директор;7;31;0.8571
падение рубля;российский бизнес;7;35;1.0000
средний бизнес;строительство;14;35;0.8571
средний бизнес;бизнес;14;22;1.0000
средний бизнес;российское правительство;14;41;1.0000
средний бизнес;уголовная ответственность;14;35;0.8571
средний бизнес;собственное средство;14;36;0.8571
средний бизнес;правительство РФ;14;37;0.8571
средний бизнес;Российская Федерация;14;36;0.8571
средний бизнес;дополнительное средство;14;37;0.8571
средний бизнес;правительство;14;39;0.8571
средний бизнес;официальный представитель;14;41;0.9286
средний бизнес;российское законодательство;14;39;0.8571
Федеральная антимонопольная служба;компания;12;35;1.0000
Федеральная антимонопольная служба;российский рубль;12;30;0.8333
Федеральная антимонопольная служба;строительство;12;35;1.0000
Федеральная антимонопольная служба;российская сторона;12;32;0.9167
Федеральная антимонопольная служба;российский газ;12;33;0.9167
Федеральная антимонопольная служба;российская валюта;12;27;0.8333
Федеральная антимонопольная служба;российское правительство;12;41;1.0000
Федеральная антимонопольная служба;российская компания;12;34;0.9167
Федеральная антимонопольная служба;уголовная ответственность;12;35;0.8333
Федеральная антимонопольная служба;управляющая компания;12;31;0.9167
Федеральная антимонопольная служба;российский рынок;12;31;0.8333
Федеральная антимонопольная служба;российский бюджет;12;31;0.8333
Федеральная антимонопольная служба;аналитик компании;12;32;0.9167
Федеральная антимонопольная служба;директор департамента;12;23;0.8333
Федеральная антимонопольная служба;украинское правительство;12;33;0.9167
Федеральная антимонопольная служба;Федеральная налоговая служба;12;17;1.0000
Федеральная антимонопольная служба;собственное средство;12;36;0.9167
Федеральная антимонопольная служба;федеральный бюджет;12;24;0.9167
Федеральная антимонопольная служба;российская власть;12;32;0.9167
Федеральная антимонопольная служба;правительство РФ;12;37;0.9167
Федеральная антимонопольная служба;Российская Федерация;12;36;0.9167
Федеральная антимонопольная служба;иностранная компания;12;34;0.9167
Федеральная антимонопольная служба;дополнительное средство;12;37;0.9167
Федеральная антимонопольная служба;российский банк;12;35;0.9167
Федеральная антимонопольная служба;российский производитель;12;36;0.9167
