concept1;concept2;size of concept1;size of concept2;confidence
банковский сектор;строительство;13;32;0.8462
банковский сектор;российское правительство;13;38;0.8462
банковский сектор;кредит;13;17;0.9231
банковский сектор;аналитическое управление;13;34;0.9231
банковский сектор;собственное средство;13;34;0.8462
банковский сектор;правительство РФ;13;35;0.8462
банковский сектор;финансовая помощь;13;18;0.8462
банковский сектор;дополнительное средство;13;34;0.8462
банковский сектор;проект постановления;13;29;0.8462
банковский сектор;кредитная организация;13;21;0.8462
банковский сектор;министр финансов;13;19;0.8462
банковский сектор;правительство;13;37;0.9231
банковский сектор;официальный представитель;13;40;1.0000
банковский сектор;российское законодательство;13;36;0.9231
банковский сектор;финансовая система;13;19;0.8462
потребительский кредит;компания;21;35;0.8095
потребительский кредит;российское правительство;21;38;0.8571
потребительский кредит;генеральный директор;21;31;0.8095
потребительский кредит;аналитическое управление;21;34;0.8571
потребительский кредит;правительство РФ;21;35;0.8571
потребительский кредит;дополнительное средство;21;34;0.8095
потребительский кредит;российский производитель;21;34;0.8095
потребительский кредит;потребительское кредитование;21;24;0.9524
потребительский кредит;правительство;21;37;0.9048
потребительский кредит;официальный представитель;21;40;0.9048
потребительский кредит;российское законодательство;21;36;0.8095
потребительский кредит;исполнительный директор;21;36;0.8571
проблема;компания;15;35;0.8667
проблема;российское правительство;15;38;0.9333
проблема;российская компания;15;34;0.8000
проблема;уголовная ответственность;15;23;0.8667
проблема;управляющая компания;15;33;0.8667
проблема;интеллектуальная собственность;15;22;0.8000
проблема;аналитик компании;15;31;0.8000
проблема;эксперт;15;26;0.8000
проблема;аналитическое управление;15;34;1.0000
проблема;собственное средство;15;34;0.8667
проблема;иностранная компания;15;32;0.8000
проблема;дополнительное средство;15;34;0.8667
проблема;Следственный комитет;15;26;0.8000
проблема;производство;15;28;0.8000
проблема;российский производитель;15;34;0.8667
проблема;правительство;15;37;0.8667
проблема;официальный представитель;15;40;0.9333
проблема;российское законодательство;15;36;0.8667
проблема;исполнительный директор;15;36;0.8000
деньги;строительство;10;32;0.8000
деньги;российское правительство;10;38;0.8000
деньги;уголовная ответственность;10;23;0.8000
