concept1;concept2;size of concept1;size of concept2;confidence
банковский сектор;компания;14;28;0.9286
банковский сектор;российское правительство;14;32;0.9286
банковский сектор;российская компания;14;30;1.0000
банковский сектор;окончательное решение;14;20;0.8571
банковский сектор;управляющая компания;14;25;0.8571
банковский сектор;аналитик компании;14;30;1.0000
банковский сектор;Центральный банк;14;16;0.8571
банковский сектор;аналитическое управление;14;29;1.0000
банковский сектор;собственное средство;14;28;0.9286
банковский сектор;иностранная компания;14;29;1.0000
банковский сектор;дополнительное средство;14;27;0.9286
банковский сектор;министр финансов;14;22;0.8571
банковский сектор;правительство;14;29;0.8571
банковский сектор;официальный представитель;14;31;0.8571
банковский сектор;российское законодательство;14;30;0.8571
банковский сектор;исполнительный директор;14;30;0.9286
банковский сектор;финансовая система;14;20;0.8571
настоящий момент;компания;9;28;1.0000
настоящий момент;российское правительство;9;32;0.8889
настоящий момент;российская компания;9;30;1.0000
настоящий момент;управляющая компания;9;25;0.8889
настоящий момент;аналитик компании;9;30;0.8889
настоящий момент;генеральный директор;9;27;0.8889
настоящий момент;правительство РФ;9;27;0.8889
настоящий момент;иностранная компания;9;29;1.0000
настоящий момент;российский производитель;9;30;0.8889
настоящий момент;крупная компания;9;20;0.8889
настоящий момент;правительство;9;29;0.8889
настоящий момент;официальный представитель;9;31;1.0000
настоящий момент;совет директоров;9;26;0.8889
настоящий момент;исполнительный директор;9;30;0.8889
настоящий момент;страховая компания;9;23;0.8889
валютный контроль;компания;6;28;0.8333
валютный контроль;российский рубль;6;23;0.8333
валютный контроль;российская сторона;6;24;0.8333
валютный контроль;бизнес;6;20;0.8333
валютный контроль;международная платежная система;6;10;0.8333
валютный контроль;российский газ;6;22;0.8333
валютный контроль;российская валюта;6;20;0.8333
валютный контроль;российское правительство;6;32;0.8333
валютный контроль;российская компания;6;30;1.0000
валютный контроль;реальный сектор;6;13;0.8333
валютный контроль;иностранный инвестор;6;20;1.0000
валютный контроль;управляющая компания;6;25;0.8333
валютный контроль;инвестиционный климат;6;15;0.8333
валютный контроль;российский рынок;6;22;0.8333
валютный контроль;российский бюджет;6;21;0.8333
валютный контроль;российская экономика;6;19;0.8333
валютный контроль;инвестор;6;17;0.8333
валютный контроль;аналитик компании;6;30;1.0000
валютный контроль;иностранный банк;6;14;1.0000
валютный контроль;генеральный директор;6;27;0.8333
валютный контроль;Банк России;6;18;0.8333
валютный контроль;директор Института;6;26;0.8333
валютный контроль;банк России;6;18;0.8333
валютный контроль;аналитическое управление;6;29;1.0000
валютный контроль;собственное средство;6;28;1.0000
валютный контроль;российская власть;6;22;0.8333
валютный контроль;национальная экономика;6;20;0.8333
валютный контроль;Российская Федерация;6;22;0.8333
валютный контроль;иностранная компания;6;29;1.0000
валютный контроль;дополнительное средство;6;27;0.8333
валютный контроль;Следственный комитет;6;23;1.0000
валютный контроль;российский банк;6;25;0.8333
валютный контроль;промышленное производство;6;19;0.8333
валютный контроль;российский производитель;6;30;1.0000
валютный контроль;иностранная валюта;6;8;0.8333
валютный контроль;официальный представитель;6;31;0.8333
валютный контроль;экономическое развитие;6;19;0.8333
валютный контроль;совет директоров;6;26;0.8333
валютный контроль;российское законодательство;6;30;0.8333
валютный контроль;исполнительный директор;6;30;1.0000
валютный контроль;российский бизнес;6;24;0.8333
валютный контроль;Международный валютный фонд;6;10;0.8333
валютный контроль;страховая компания;6;23;0.8333
потребительский кредит;компания;15;28;1.0000
потребительский кредит;бизнес;15;20;0.8000
потребительский кредит;российское правительство;15;32;0.9333
потребительский кредит;российская компания;15;30;1.0000
потребительский кредит;управляющая компания;15;25;0.9333
потребительский кредит;аналитик компании;15;30;0.9333
потребительский кредит;кредит;15;15;0.8000
потребительский кредит;генеральный директор;15;27;0.8667
потребительский кредит;аналитическое управление;15;29;0.8000
потребительский кредит;собственное средство;15;28;0.8667
потребительский кредит;национальная экономика;15;20;0.8000
потребительский кредит;иностранная компания;15;29;0.9333
потребительский кредит;дополнительное средство;15;27;0.8000
потребительский кредит;Следственный комитет;15;23;0.8667
потребительский кредит;российский производитель;15;30;0.9333
потребительский кредит;потребительское кредитование;15;17;0.9333
потребительский кредит;правительство;15;29;0.8000
потребительский кредит;официальный представитель;15;31;0.9333
потребительский кредит;совет директоров;15;26;0.8000
потребительский кредит;социально-экономическое развитие;15;21;0.8000
потребительский кредит;российское законодательство;15;30;0.8667
потребительский кредит;исполнительный директор;15;30;0.8667
проблема;компания;16;28;0.8125
проблема;российское правительство;16;32;0.8750
проблема;российская компания;16;30;0.8125
проблема;аналитик компании;16;30;0.8125
проблема;генеральный директор;16;27;0.8125
проблема;аналитическое управление;16;29;0.8750
проблема;правительство РФ;16;27;0.8125
проблема;иностранная компания;16;29;0.8125
проблема;российский производитель;16;30;0.8125
проблема;правительство;16;29;0.8750
проблема;официальный представитель;16;31;0.9375
проблема;совет директоров;16;26;0.8125
проблема;российское законодательство;16;30;0.8125
проблема;исполнительный директор;16;30;0.8750
деньги;компания;13;28;1.0000
деньги;российское правительство;13;32;0.9231
деньги;российская компания;13;30;1.0000
деньги;уголовная ответственность;13;22;0.8462
деньги;управляющая компания;13;25;0.8462
деньги;аналитик компании;13;30;0.9231
деньги;генеральный директор;13;27;0.9231
деньги;аналитическое управление;13;29;0.8462
деньги;собственное средство;13;28;1.0000
деньги;правительство РФ;13;27;0.8462
деньги;иностранная компания;13;29;0.9231
деньги;дополнительное средство;13;27;1.0000
деньги;проект постановления;13;22;0.8462
деньги;кредитная организация;13;17;0.8462
деньги;российский производитель;13;30;0.9231
деньги;правительство;13;29;0.9231
деньги;официальный представитель;13;31;0.9231
деньги;совет директоров;13;26;0.8462
деньги;российское законодательство;13;30;0.8462
деньги;исполнительная власть;13;21;0.8462
деньги;исполнительный директор;13;30;1.0000
чистая прибыль;компания;7;28;1.0000
чистая прибыль;финансовый рынок;7;18;0.8571
чистая прибыль;российская сторона;7;24;0.8571
чистая прибыль;бизнес;7;20;0.8571
чистая прибыль;российское правительство;7;32;1.0000
чистая прибыль;российская компания;7;30;1.0000
чистая прибыль;независимый эксперт;7;13;0.8571
чистая прибыль;управляющая компания;7;25;1.0000
чистая прибыль;аналитик компании;7;30;1.0000
чистая прибыль;эксперт;7;24;1.0000
чистая прибыль;директор департамента;7;18;0.8571
чистая прибыль;генеральный директор;7;27;0.8571
чистая прибыль;директор Института;7;26;0.8571
чистая прибыль;аналитическое управление;7;29;0.8571
чистая прибыль;собственное средство;7;28;0.8571
чистая прибыль;финансовая помощь;7;21;0.8571
чистая прибыль;нефтяная компания;7;13;0.8571
чистая прибыль;иностранная компания;7;29;1.0000
чистая прибыль;дополнительное средство;7;27;0.8571
чистая прибыль;Следственный комитет;7;23;0.8571
чистая прибыль;министр финансов;7;22;1.0000
чистая прибыль;российский банк;7;25;0.8571
чистая прибыль;российский производитель;7;30;0.8571
чистая прибыль;налог на прибыль;7;6;0.8571
чистая прибыль;крупная компания;7;20;0.8571
чистая прибыль;официальный представитель;7;31;0.8571
чистая прибыль;совет директоров;7;26;1.0000
чистая прибыль;российское законодательство;7;30;0.8571
чистая прибыль;исполнительный директор;7;30;0.8571
чистая прибыль;российский бизнес;7;24;1.0000
чистая прибыль;финансовая система;7;20;1.0000
чистая прибыль;страховая компания;7;23;1.0000
средний бизнес;компания;13;28;0.9231
средний бизнес;бизнес;13;20;1.0000
средний бизнес;российское правительство;13;32;1.0000
средний бизнес;российская компания;13;30;1.0000
средний бизнес;аналитик компании;13;30;0.9231
средний бизнес;собственное средство;13;28;1.0000
средний бизнес;иностранная компания;13;29;0.8462
средний бизнес;дополнительное средство;13;27;0.8462
средний бизнес;российский банк;13;25;1.0000
средний бизнес;правительство;13;29;0.8462
средний бизнес;официальный представитель;13;31;0.9231
средний бизнес;российское законодательство;13;30;0.9231
средний бизнес;исполнительный директор;13;30;0.8462
средний бизнес;российский бизнес;13;24;0.9231
Федеральная антимонопольная служба;потребительский кредит;7;15;0.8571
Федеральная антимонопольная служба;компания;7;28;0.8571
Федеральная антимонопольная служба;правоохранительный орган;7;17;1.0000
Федеральная антимонопольная служба;российское правительство;7;32;1.0000
Федеральная антимонопольная служба;национальная валюта;7;15;0.8571
Федеральная антимонопольная служба;российская компания;7;30;1.0000
Федеральная антимонопольная служба;пояснительная записка;7;15;0.8571
Федеральная антимонопольная служба;окончательное решение;7;20;0.8571
Федеральная антимонопольная служба;уголовная ответственность;7;22;1.0000
Федеральная антимонопольная служба;аналитик компании;7;30;0.8571
Федеральная антимонопольная служба;кредит;7;15;1.0000
Федеральная антимонопольная служба;президент России;7;21;0.8571
Федеральная антимонопольная служба;генеральный директор;7;27;0.8571
Федеральная антимонопольная служба;аналитическое управление;7;29;0.8571
Федеральная антимонопольная служба;собственное средство;7;28;1.0000
Федеральная антимонопольная служба;социальная норма;7;15;0.8571
Федеральная антимонопольная служба;иностранная компания;7;29;0.8571
Федеральная антимонопольная служба;дополнительное средство;7;27;1.0000
Федеральная антимонопольная служба;кредитная организация;7;17;1.0000
Федеральная антимонопольная служба;российский производитель;7;30;1.0000
Федеральная антимонопольная служба;потребительское кредитование;7;17;1.0000
Федеральная антимонопольная служба;правительство;7;29;1.0000
Федеральная антимонопольная служба;официальный представитель;7;31;1.0000
Федеральная антимонопольная служба;российское законодательство;7;30;1.0000
Федеральная антимонопольная служба;исполнительная власть;7;21;1.0000
Федеральная антимонопольная служба;исполнительный директор;7;30;1.0000
Федеральная антимонопольная служба;течение года;7;16;0.8571
компания;российское правительство;28;32;0.9643
компания;российская компания;28;30;1.0000
компания;управляющая компания;28;25;0.8929
компания;аналитик компании;28;30;0.9643
компания;аналитическое управление;28;29;0.8214
компания;собственное средство;28;28;0.8929
компания;правительство РФ;28;27;0.8214
компания;иностранная компания;28;29;0.9286
компания;дополнительное средство;28;27;0.8571
компания;российский производитель;28;30;0.8929
компания;правительство;28;29;0.8571
компания;официальный представитель;28;31;0.9286
компания;российское законодательство;28;30;0.8929
компания;исполнительный директор;28;30;0.8929
компания;страховая компания;28;23;0.8214
кредитный портфель;компания;8;28;0.8750
кредитный портфель;бизнес;8;20;0.8750
кредитный портфель;российское правительство;8;32;1.0000
кредитный портфель;российская компания;8;30;1.0000
кредитный портфель;особая экономическая зона;8;12;0.8750
кредитный портфель;окончательное решение;8;20;0.8750
кредитный портфель;управляющая компания;8;25;0.8750
кредитный портфель;экономическая ситуация;8;16;0.8750
кредитный портфель;российская экономика;8;19;0.8750
кредитный портфель;экономический рост;8;16;0.8750
кредитный портфель;аналитик компании;8;30;1.0000
кредитный портфель;генеральный директор;8;27;1.0000
кредитный портфель;экономическая политика;8;20;0.8750
кредитный портфель;аналитическое управление;8;29;0.8750
кредитный портфель;собственное средство;8;28;0.8750
кредитный портфель;национальная экономика;8;20;0.8750
кредитный портфель;иностранная компания;8;29;1.0000
кредитный портфель;российский банк;8;25;0.8750
кредитный портфель;российский производитель;8;30;0.8750
кредитный портфель;потребительское кредитование;8;17;0.8750
кредитный портфель;официальный представитель;8;31;0.8750
