concept1;concept2;size of concept1;size of concept2;confidence
банковский сектор;компания;12;23;0.8333
банковский сектор;российский рубль;12;23;0.9167
банковский сектор;банковская система;12;10;0.8333
банковский сектор;российская сторона;12;23;0.8333
банковский сектор;российский газ;12;23;0.9167
банковский сектор;российское правительство;12;32;1.0000
банковский сектор;национальная валюта;12;19;0.9167
банковский сектор;российская компания;12;28;1.0000
банковский сектор;окончательное решение;12;22;0.9167
банковский сектор;экономическая ситуация;12;25;0.9167
банковский сектор;российский рынок;12;23;0.9167
банковский сектор;российская экономика;12;23;0.8333
банковский сектор;экономический рост;12;22;0.8333
банковский сектор;Национальное рейтинговое агентство;12;16;0.8333
банковский сектор;генеральный директор;12;21;0.8333
банковский сектор;собственное средство;12;29;1.0000
банковский сектор;российская власть;12;22;0.8333
банковский сектор;правительство РФ;12;28;0.8333
банковский сектор;национальная экономика;12;23;0.9167
банковский сектор;Российская Федерация;12;26;0.9167
банковский сектор;иностранная компания;12;24;0.9167
банковский сектор;дополнительное средство;12;30;0.9167
банковский сектор;Следственный комитет;12;26;0.8333
банковский сектор;проект постановления;12;26;0.8333
банковский сектор;кредитная организация;12;21;1.0000
банковский сектор;российский банк;12;25;1.0000
банковский сектор;российский производитель;12;27;1.0000
банковский сектор;федеральный закон;12;24;0.8333
банковский сектор;правительство;12;30;0.9167
банковский сектор;официальный представитель;12;30;1.0000
банковский сектор;социально-экономическое развитие;12;24;0.8333
банковский сектор;российское законодательство;12;32;1.0000
банковский сектор;Общественная палата;12;25;1.0000
банковский сектор;российский бизнес;12;23;0.8333
банковский сектор;финансовая система;12;21;0.8333
настоящий момент;строительство;11;27;0.8182
настоящий момент;российское правительство;11;32;1.0000
настоящий момент;российская компания;11;28;0.8182
настоящий момент;собственное средство;11;29;0.8182
настоящий момент;правительство РФ;11;28;0.8182
настоящий момент;финансовая помощь;11;20;0.8182
настоящий момент;дополнительное средство;11;30;0.8182
настоящий момент;Следственный комитет;11;26;0.8182
настоящий момент;проект постановления;11;26;0.9091
настоящий момент;министр финансов;11;21;0.8182
настоящий момент;правительство;11;30;0.9091
настоящий момент;официальный представитель;11;30;0.8182
настоящий момент;российское законодательство;11;32;1.0000
настоящий момент;Общественная палата;11;25;0.8182
настоящий момент;финансовая система;11;21;0.9091
потребительский кредит;компания;17;23;0.8235
потребительский кредит;российское правительство;17;32;0.9412
потребительский кредит;российская компания;17;28;0.8235
потребительский кредит;экономическая ситуация;17;25;0.8235
потребительский кредит;аналитическое управление;17;25;0.8235
потребительский кредит;собственное средство;17;29;0.8824
потребительский кредит;правительство РФ;17;28;0.8824
потребительский кредит;национальная экономика;17;23;0.8824
потребительский кредит;Российская Федерация;17;26;0.8235
потребительский кредит;иностранная компания;17;24;0.8824
потребительский кредит;дополнительное средство;17;30;0.8824
потребительский кредит;Следственный комитет;17;26;0.8824
потребительский кредит;российский производитель;17;27;0.8824
потребительский кредит;потребительское кредитование;17;19;1.0000
потребительский кредит;правительство;17;30;0.8824
потребительский кредит;официальный представитель;17;30;0.9412
потребительский кредит;социально-экономическое развитие;17;24;0.8235
потребительский кредит;российское законодательство;17;32;0.9412
потребительский кредит;исполнительный директор;17;28;0.8824
проблема;компания;15;23;0.8000
проблема;российский рубль;15;23;0.8000
проблема;строительство;15;27;0.8667
проблема;российский газ;15;23;0.8000
проблема;российское правительство;15;32;1.0000
проблема;российская компания;15;28;0.9333
проблема;экономическая ситуация;15;25;0.8667
проблема;российский рынок;15;23;0.8000
проблема;российский бюджет;15;24;0.8667
проблема;российская экономика;15;23;0.9333
проблема;интеллектуальная собственность;15;18;0.8000
проблема;экономический рост;15;22;0.8000
проблема;украинское правительство;15;25;0.8667
проблема;аналитическое управление;15;25;0.8000
проблема;собственное средство;15;29;0.8667
проблема;правительство РФ;15;28;0.9333
проблема;национальная экономика;15;23;0.8000
проблема;Российская Федерация;15;26;0.9333
проблема;иностранная компания;15;24;0.8667
проблема;дополнительное средство;15;30;0.8667
проблема;Следственный комитет;15;26;0.8667
проблема;проект постановления;15;26;0.9333
проблема;российский банк;15;25;0.8667
проблема;российский производитель;15;27;0.9333
проблема;правительство;15;30;0.9333
проблема;официальный представитель;15;30;0.9333
проблема;экономическое развитие;15;23;0.8667
проблема;социально-экономическое развитие;15;24;0.8667
проблема;российское законодательство;15;32;1.0000
проблема;Общественная палата;15;25;0.8000
проблема;исполнительный директор;15;28;0.8667
проблема;российский бизнес;15;23;0.8667
деньги;строительство;13;27;0.8462
деньги;российская сторона;13;23;0.8462
деньги;российское правительство;13;32;1.0000
деньги;российская компания;13;28;0.9231
деньги;экономическая ситуация;13;25;0.8462
деньги;собственное средство;13;29;1.0000
деньги;Российская Федерация;13;26;0.8462
деньги;финансовая помощь;13;20;0.8462
