concept1;concept2;size of concept1;size of concept2;confidence
банковский сектор;российское правительство;21;40;0.9048
банковский сектор;российская компания;21;38;0.8571
банковский сектор;директор Института;21;31;0.8095
банковский сектор;аналитическое управление;21;35;0.9048
банковский сектор;иностранная компания;21;31;0.8095
банковский сектор;дополнительное средство;21;34;0.8095
банковский сектор;министр финансов;21;25;0.8095
банковский сектор;российский банк;21;34;0.8095
банковский сектор;российский производитель;21;38;0.8571
банковский сектор;российское законодательство;21;36;0.8571
банковский сектор;исполнительный директор;21;35;0.8571
настоящий момент;российский рубль;12;31;0.9167
настоящий момент;российская сторона;12;31;0.9167
настоящий момент;российский газ;12;31;0.9167
настоящий момент;российское правительство;12;40;0.9167
настоящий момент;российская компания;12;38;0.9167
настоящий момент;экономическая ситуация;12;25;0.9167
настоящий момент;российский рынок;12;30;0.9167
настоящий момент;российская экономика;12;30;0.8333
настоящий момент;экономический рост;12;25;0.8333
настоящий момент;экономическая политика;12;22;0.8333
настоящий момент;аналитическое управление;12;35;0.9167
настоящий момент;российская власть;12;29;0.8333
настоящий момент;Российская Федерация;12;32;0.8333
настоящий момент;иностранная компания;12;31;0.8333
настоящий момент;дополнительное средство;12;34;0.8333
настоящий момент;Следственный комитет;12;26;0.8333
настоящий момент;российский банк;12;34;0.9167
настоящий момент;российский производитель;12;38;0.9167
настоящий момент;правительство;12;33;0.8333
настоящий момент;российское законодательство;12;36;1.0000
настоящий момент;страховая компания;12;26;0.9167
валютный контроль;российский рубль;10;31;0.8000
валютный контроль;российская сторона;10;31;0.8000
валютный контроль;российский газ;10;31;0.9000
валютный контроль;российская валюта;10;26;0.8000
валютный контроль;правоохранительный орган;10;21;0.8000
валютный контроль;российское правительство;10;40;0.9000
валютный контроль;российская компания;10;38;0.9000
валютный контроль;российский рынок;10;30;0.9000
валютный контроль;российский бюджет;10;28;0.9000
валютный контроль;российская экономика;10;30;0.8000
валютный контроль;аналитическое управление;10;35;1.0000
валютный контроль;собственное средство;10;28;0.8000
валютный контроль;российская власть;10;29;0.9000
валютный контроль;национальная экономика;10;29;0.8000
валютный контроль;Российская Федерация;10;32;0.9000
валютный контроль;иностранная компания;10;31;0.8000
валютный контроль;российский банк;10;34;1.0000
валютный контроль;российский производитель;10;38;1.0000
валютный контроль;российское законодательство;10;36;0.8000
валютный контроль;российский бизнес;10;27;0.8000
потребительский кредит;финансовый рынок;12;23;0.8333
потребительский кредит;российское правительство;12;40;0.9167
потребительский кредит;российская компания;12;38;0.8333
потребительский кредит;окончательное решение;12;31;0.8333
потребительский кредит;финансовая помощь;12;21;0.8333
потребительский кредит;иностранная компания;12;31;0.8333
потребительский кредит;дополнительное средство;12;34;0.9167
потребительский кредит;проект постановления;12;33;0.9167
потребительский кредит;министр финансов;12;25;0.8333
потребительский кредит;российский производитель;12;38;0.8333
потребительский кредит;потребительское кредитование;12;18;1.0000
потребительский кредит;российское законодательство;12;36;0.9167
потребительский кредит;исполнительная власть;12;23;0.8333
потребительский кредит;исполнительный директор;12;35;1.0000
проблема;компания;15;33;0.8000
проблема;российское правительство;15;40;0.8000
проблема;окончательное решение;15;31;0.8000
проблема;аналитик компании;15;34;0.8000
проблема;директор Института;15;31;0.8000
проблема;аналитическое управление;15;35;0.8000
проблема;иностранная компания;15;31;0.8000
проблема;дополнительное средство;15;34;0.8667
проблема;проект постановления;15;33;0.8000
проблема;министр финансов;15;25;0.8000
проблема;российский производитель;15;38;0.8000
проблема;потребительское кредитование;15;18;0.8000
проблема;правительство;15;33;0.8000
проблема;официальный представитель;15;35;0.8667
проблема;российское законодательство;15;36;0.8667
проблема;исполнительный директор;15;35;0.9333
деньги;российское правительство;16;40;0.8750
деньги;российская компания;16;38;0.8750
деньги;окончательное решение;16;31;0.8125
деньги;российская экономика;16;30;0.8125
деньги;аналитическое управление;16;35;0.8750
деньги;дополнительное средство;16;34;0.8125
деньги;российский производитель;16;38;0.8125
деньги;правительство;16;33;0.8125
деньги;официальный представитель;16;35;0.8125
деньги;российское законодательство;16;36;0.9375
деньги;исполнительный директор;16;35;0.8125
заработная плата;компания;7;33;0.8571
заработная плата;российская компания;7;38;0.8571
заработная плата;окончательное решение;7;31;0.8571
заработная плата;аналитик компании;7;34;0.8571
заработная плата;директор департамента;7;28;0.8571
заработная плата;генеральный директор;7;30;0.8571
заработная плата;директор Института;7;31;0.8571
заработная плата;правительство РФ;7;31;0.8571
заработная плата;иностранная компания;7;31;0.8571
заработная плата;дополнительное средство;7;34;0.8571
заработная плата;проект постановления;7;33;0.8571
заработная плата;потребительское кредитование;7;18;0.8571
заработная плата;правительство;7;33;0.8571
заработная плата;совет директоров;7;30;0.8571
заработная плата;исполнительный директор;7;35;1.0000
чистая прибыль;средний бизнес;7;16;0.8571
чистая прибыль;компания;7;33;1.0000
чистая прибыль;российский рубль;7;31;0.8571
чистая прибыль;российская сторона;7;31;0.8571
чистая прибыль;бизнес;7;22;1.0000
чистая прибыль;российский газ;7;31;0.8571
чистая прибыль;российская валюта;7;26;0.8571
чистая прибыль;российское правительство;7;40;0.8571
чистая прибыль;российская компания;7;38;1.0000
чистая прибыль;уголовная ответственность;7;28;0.8571
чистая прибыль;управляющая компания;7;27;0.8571
чистая прибыль;российский рынок;7;30;0.8571
чистая прибыль;российский бюджет;7;28;0.8571
чистая прибыль;российская экономика;7;30;0.8571
чистая прибыль;аналитик компании;7;34;1.0000
чистая прибыль;собственное средство;7;28;0.8571
чистая прибыль;российская власть;7;29;0.8571
чистая прибыль;Российская Федерация;7;32;0.8571
чистая прибыль;иностранная компания;7;31;1.0000
чистая прибыль;дополнительное средство;7;34;1.0000
чистая прибыль;российский банк;7;34;0.8571
чистая прибыль;российский производитель;7;38;0.8571
чистая прибыль;налог на прибыль;7;8;1.0000
чистая прибыль;крупная компания;7;24;0.8571
чистая прибыль;официальный представитель;7;35;0.8571
чистая прибыль;российское законодательство;7;36;1.0000
чистая прибыль;исполнительный директор;7;35;0.8571
чистая прибыль;российский бизнес;7;27;0.8571
чистая прибыль;страховая компания;7;26;1.0000
крупнейший банк;российское правительство;14;40;0.9286
крупнейший банк;директор Института;14;31;0.8571
крупнейший банк;аналитическое управление;14;35;0.9286
крупнейший банк;российский банк;14;34;0.8571
крупнейший банк;российский производитель;14;38;0.8571
крупнейший банк;исполнительный директор;14;35;0.9286
падение рубля;российский рубль;7;31;1.0000
падение рубля;российская сторона;7;31;1.0000
