concept1;concept2;size of concept1;size of concept2;confidence
банковский сектор;финансовый рынок;16;18;0.8125
банковский сектор;российское правительство;16;41;0.9375
банковский сектор;национальная валюта;16;25;0.8125
банковский сектор;российская компания;16;36;0.8125
банковский сектор;пояснительная записка;16;24;0.8750
банковский сектор;уголовная ответственность;16;33;0.8125
банковский сектор;экономическая ситуация;16;28;0.8750
банковский сектор;российская экономика;16;26;0.8125
банковский сектор;экономический рост;16;28;0.8125
банковский сектор;экономическая политика;16;27;0.8750
банковский сектор;Банк России;16;21;0.8125
банковский сектор;банк России;16;21;0.8125
банковский сектор;аналитическое управление;16;40;0.9375
банковский сектор;правительство РФ;16;38;0.8125
банковский сектор;национальная экономика;16;28;0.8125
банковский сектор;Российская Федерация;16;33;0.9375
банковский сектор;дополнительное средство;16;39;0.8125
банковский сектор;проект постановления;16;35;0.8750
банковский сектор;кредитная организация;16;30;0.8125
банковский сектор;министр финансов;16;25;0.8125
банковский сектор;российский производитель;16;37;0.8750
банковский сектор;правительство;16;38;0.8125
банковский сектор;официальный представитель;16;43;0.8750
банковский сектор;экономическое развитие;16;28;0.8125
банковский сектор;социально-экономическое развитие;16;34;0.8125
банковский сектор;экономическая санкция;16;25;0.8125
банковский сектор;российское законодательство;16;41;1.0000
банковский сектор;исполнительная власть;16;26;0.8125
банковский сектор;исполнительный директор;16;38;0.8125
настоящий момент;российское правительство;12;41;0.9167
настоящий момент;российская компания;12;36;0.8333
настоящий момент;уголовная ответственность;12;33;0.8333
настоящий момент;президент России;12;28;0.8333
настоящий момент;аналитическое управление;12;40;0.9167
настоящий момент;собственное средство;12;40;0.8333
настоящий момент;правительство РФ;12;38;0.8333
настоящий момент;иностранная компания;12;35;0.8333
настоящий момент;дополнительное средство;12;39;0.8333
настоящий момент;проект постановления;12;35;0.9167
настоящий момент;российский производитель;12;37;1.0000
настоящий момент;правительство;12;38;0.8333
настоящий момент;официальный представитель;12;43;1.0000
настоящий момент;значительная часть;12;25;0.9167
настоящий момент;социально-экономическое развитие;12;34;0.8333
настоящий момент;российское законодательство;12;41;0.9167
настоящий момент;исполнительный директор;12;38;0.9167
валютный контроль;компания;11;35;0.8182
валютный контроль;российская валюта;11;27;0.8182
валютный контроль;денежное средство;11;23;0.8182
валютный контроль;российское правительство;11;41;0.9091
валютный контроль;российская компания;11;36;0.8182
валютный контроль;управляющая компания;11;30;0.8182
валютный контроль;генеральный директор;11;31;0.9091
валютный контроль;директор Института;11;29;0.8182
валютный контроль;аналитическое управление;11;40;0.9091
валютный контроль;собственное средство;11;40;0.9091
валютный контроль;иностранная компания;11;35;0.9091
валютный контроль;дополнительное средство;11;39;1.0000
валютный контроль;Следственный комитет;11;32;0.8182
валютный контроль;российский производитель;11;37;0.9091
валютный контроль;официальный представитель;11;43;1.0000
валютный контроль;совет директоров;11;30;0.8182
валютный контроль;социально-экономическое развитие;11;34;0.8182
валютный контроль;российское законодательство;11;41;0.9091
валютный контроль;исполнительный директор;11;38;0.9091
потребительский кредит;компания;17;35;0.8235
потребительский кредит;российское правительство;17;41;0.9412
потребительский кредит;российская компания;17;36;0.8824
потребительский кредит;управляющая компания;17;30;0.8235
потребительский кредит;аналитик компании;17;33;0.8235
потребительский кредит;аналитическое управление;17;40;0.8235
потребительский кредит;собственное средство;17;40;0.8235
потребительский кредит;правительство РФ;17;38;0.8235
потребительский кредит;Российская Федерация;17;33;0.8235
потребительский кредит;дополнительное средство;17;39;0.8824
потребительский кредит;проект постановления;17;35;0.8235
потребительский кредит;российский производитель;17;37;0.9412
потребительский кредит;потребительское кредитование;17;18;0.9412
потребительский кредит;правительство;17;38;0.8235
потребительский кредит;официальный представитель;17;43;0.8824
потребительский кредит;российское законодательство;17;41;1.0000
потребительский кредит;исполнительный директор;17;38;0.8824
потребительский кредит;потребительский спрос;17;16;0.8824
проблема;российское правительство;12;41;1.0000
проблема;российская компания;12;36;0.8333
проблема;аналитик компании;12;33;0.8333
проблема;украинское правительство;12;31;0.8333
проблема;аналитическое управление;12;40;0.8333
проблема;собственное средство;12;40;0.8333
проблема;правительство РФ;12;38;0.9167
проблема;дополнительное средство;12;39;0.8333
проблема;российский производитель;12;37;0.9167
проблема;правительство;12;38;0.9167
проблема;официальный представитель;12;43;0.9167
проблема;российское законодательство;12;41;1.0000
проблема;российский бизнес;12;30;0.8333
деньги;российское правительство;8;41;1.0000
деньги;аналитическое управление;8;40;0.8750
деньги;собственное средство;8;40;0.8750
деньги;российский производитель;8;37;0.8750
деньги;российское законодательство;8;41;1.0000
заработная плата;строительство;6;32;0.8333
заработная плата;денежное средство;6;23;0.8333
заработная плата;правоохранительный орган;6;23;1.0000
заработная плата;российское правительство;6;41;0.8333
заработная плата;Минэкономики;6;18;0.8333
заработная плата;российская компания;6;36;1.0000
заработная плата;особая экономическая зона;6;23;1.0000
заработная плата;мировая экономика;6;22;0.8333
заработная плата;уголовная ответственность;6;33;0.8333
заработная плата;экономическая ситуация;6;28;1.0000
заработная плата;экономический рост;6;28;1.0000
заработная плата;рост экономики;6;21;0.8333
заработная плата;президент России;6;28;0.8333
заработная плата;экономическая политика;6;27;1.0000
заработная плата;аналитическое управление;6;40;1.0000
заработная плата;собственное средство;6;40;0.8333
заработная плата;правительство РФ;6;38;1.0000
заработная плата;национальная экономика;6;28;0.8333
заработная плата;дополнительное средство;6;39;0.8333
заработная плата;Следственный комитет;6;32;0.8333
заработная плата;кредитная организация;6;30;1.0000
заработная плата;министр финансов;6;25;0.8333
заработная плата;российский производитель;6;37;0.8333
заработная плата;правительство;6;38;1.0000
заработная плата;официальный представитель;6;43;1.0000
заработная плата;экономическое развитие;6;28;1.0000
заработная плата;социально-экономическое развитие;6;34;1.0000
заработная плата;экономическая санкция;6;25;1.0000
заработная плата;российское законодательство;6;41;1.0000
заработная плата;финансовая система;6;19;0.8333
чистая прибыль;компания;6;35;0.8333
чистая прибыль;российский рубль;6;28;1.0000
чистая прибыль;российская сторона;6;28;1.0000
чистая прибыль;российский газ;6;28;1.0000
чистая прибыль;российская валюта;6;27;1.0000
чистая прибыль;российское правительство;6;41;1.0000
чистая прибыль;российская компания;6;36;1.0000
чистая прибыль;особая экономическая зона;6;23;0.8333
чистая прибыль;мировая экономика;6;22;0.8333
чистая прибыль;экономическая ситуация;6;28;1.0000
чистая прибыль;инвестиционный климат;6;16;0.8333
чистая прибыль;российский рынок;6;29;1.0000
чистая прибыль;российский бюджет;6;29;0.8333
чистая прибыль;российская экономика;6;26;0.8333
чистая прибыль;инвестор;6;18;0.8333
чистая прибыль;экономический рост;6;28;0.8333
чистая прибыль;аналитик компании;6;33;0.8333
чистая прибыль;эксперт;6;27;0.8333
чистая прибыль;директор департамента;6;25;0.8333
чистая прибыль;рост экономики;6;21;0.8333
чистая прибыль;генеральный директор;6;31;0.8333
чистая прибыль;экономическая политика;6;27;0.8333
чистая прибыль;аналитическое управление;6;40;1.0000
чистая прибыль;собственное средство;6;40;0.8333
