concept1;concept2;size of concept1;size of concept2;confidence
банковский сектор;российское правительство;18;45;0.9444
банковский сектор;пояснительная записка;18;34;0.8889
банковский сектор;Банк России;18;22;0.8333
банковский сектор;банк России;18;22;0.8333
банковский сектор;аналитическое управление;18;44;0.9444
банковский сектор;собственное средство;18;36;0.8889
банковский сектор;дополнительное средство;18;37;0.8889
банковский сектор;российский производитель;18;46;0.8333
банковский сектор;правительство;18;42;0.8889
банковский сектор;официальный представитель;18;45;0.9444
банковский сектор;российское законодательство;18;43;0.8333
банковский сектор;исполнительная власть;18;33;0.8333
банковский сектор;исполнительный директор;18;42;0.8889
настоящий момент;директор департамента;9;30;0.8889
настоящий момент;аналитическое управление;9;44;0.8889
настоящий момент;собственное средство;9;36;0.8889
настоящий момент;Следственный комитет;9;35;1.0000
настоящий момент;российский банк;9;35;0.8889
настоящий момент;российский производитель;9;46;0.8889
настоящий момент;официальный представитель;9;45;0.8889
настоящий момент;исполнительный директор;9;42;1.0000
валютный контроль;проблема;7;18;0.8571
валютный контроль;компания;7;35;1.0000
валютный контроль;финансовый рынок;7;26;0.8571
валютный контроль;строительство;7;38;1.0000
валютный контроль;правоохранительный орган;7;31;1.0000
валютный контроль;российское правительство;7;45;1.0000
валютный контроль;российская компания;7;39;1.0000
валютный контроль;пояснительная записка;7;34;0.8571
валютный контроль;уголовная ответственность;7;35;0.8571
валютный контроль;управляющая компания;7;35;1.0000
валютный контроль;аналитик компании;7;33;0.8571
валютный контроль;украинское правительство;7;37;0.8571
валютный контроль;аналитическое управление;7;44;1.0000
валютный контроль;правительство РФ;7;39;1.0000
валютный контроль;финансовая помощь;7;24;0.8571
валютный контроль;иностранная компания;7;34;1.0000
валютный контроль;дополнительное средство;7;37;0.8571
валютный контроль;проект постановления;7;37;1.0000
валютный контроль;кредитная организация;7;30;0.8571
валютный контроль;министр финансов;7;29;1.0000
валютный контроль;российский производитель;7;46;0.8571
валютный контроль;правительство;7;42;1.0000
валютный контроль;официальный представитель;7;45;1.0000
валютный контроль;участник рынка;7;25;0.8571
валютный контроль;российское законодательство;7;43;1.0000
валютный контроль;финансовая система;7;29;0.8571
валютный контроль;страховая компания;7;30;1.0000
потребительский кредит;российское правительство;23;45;0.9130
потребительский кредит;аналитическое управление;23;44;0.9130
потребительский кредит;Следственный комитет;23;35;0.8696
потребительский кредит;российский производитель;23;46;0.9565
потребительский кредит;потребительское кредитование;23;26;1.0000
потребительский кредит;правительство;23;42;0.8261
потребительский кредит;официальный представитель;23;45;0.8696
потребительский кредит;российское законодательство;23;43;0.8696
потребительский кредит;исполнительный директор;23;42;0.8261
проблема;строительство;18;38;0.8333
проблема;российское правительство;18;45;0.9444
проблема;окончательное решение;18;33;0.8333
проблема;украинское правительство;18;37;0.8333
проблема;аналитическое управление;18;44;0.9444
проблема;правительство РФ;18;39;0.8889
проблема;проект постановления;18;37;0.8889
проблема;российский производитель;18;46;0.8889
проблема;правительство;18;42;0.8889
проблема;официальный представитель;18;45;1.0000
проблема;российское законодательство;18;43;0.8889
проблема;исполнительный директор;18;42;0.8333
деньги;российская компания;9;39;0.8889
деньги;экономическая ситуация;9;32;0.8889
деньги;аналитическое управление;9;44;0.8889
деньги;национальная экономика;9;34;0.8889
деньги;дополнительное средство;9;37;0.8889
деньги;проект постановления;9;37;0.8889
деньги;российский производитель;9;46;1.0000
деньги;официальный представитель;9;45;0.8889
заработная плата;строительство;7;38;0.8571
заработная плата;международная платежная система;7;17;0.8571
заработная плата;правоохранительный орган;7;31;0.8571
заработная плата;российское правительство;7;45;0.8571
заработная плата;российская компания;7;39;0.8571
заработная плата;пояснительная записка;7;34;0.8571
заработная плата;независимый эксперт;7;17;0.8571
заработная плата;управляющая компания;7;35;0.8571
заработная плата;российский бюджет;7;35;0.8571
заработная плата;директор департамента;7;30;0.8571
заработная плата;генеральный директор;7;31;0.8571
заработная плата;Центральный банк;7;25;0.8571
заработная плата;аналитическое управление;7;44;0.8571
заработная плата;собственное средство;7;36;0.8571
заработная плата;национальная экономика;7;34;0.8571
заработная плата;санкция;7;12;0.8571
заработная плата;национальная платежная система;7;20;1.0000
заработная плата;российский производитель;7;46;0.8571
заработная плата;правительство;7;42;0.8571
заработная плата;официальный представитель;7;45;0.8571
заработная плата;совет директоров;7;32;0.8571
заработная плата;российское законодательство;7;43;0.8571
