concept1;concept2;size of concept1;size of concept2;confidence
банковский сектор;компания;17;39;0.8824
банковский сектор;финансовый рынок;17;26;0.8235
банковский сектор;строительство;17;38;0.8235
банковский сектор;российское правительство;17;44;0.8824
банковский сектор;российская компания;17;40;0.8235
банковский сектор;аналитическое управление;17;39;0.9412
банковский сектор;правительство РФ;17;41;0.8824
банковский сектор;иностранная компания;17;38;0.8235
банковский сектор;дополнительное средство;17;35;0.8235
банковский сектор;российский банк;17;40;0.8235
банковский сектор;российский производитель;17;48;0.9412
банковский сектор;правительство;17;42;0.8824
банковский сектор;официальный представитель;17;48;1.0000
банковский сектор;российское законодательство;17;41;0.8824
банковский сектор;исполнительный директор;17;42;0.9412
настоящий момент;компания;8;39;0.8750
настоящий момент;бизнес;8;21;0.8750
настоящий момент;российское правительство;8;44;0.8750
настоящий момент;уголовная ответственность;8;36;0.8750
настоящий момент;управляющая компания;8;27;0.8750
настоящий момент;экономическая ситуация;8;32;0.8750
настоящий момент;аналитическое управление;8;39;0.8750
настоящий момент;собственное средство;8;38;0.8750
настоящий момент;иностранная компания;8;38;0.8750
настоящий момент;российский производитель;8;48;0.8750
настоящий момент;потребительское кредитование;8;29;1.0000
настоящий момент;официальный представитель;8;48;1.0000
настоящий момент;российское законодательство;8;41;0.8750
настоящий момент;исполнительный директор;8;42;1.0000
валютный контроль;проблема;6;24;0.8333
валютный контроль;компания;6;39;1.0000
валютный контроль;строительство;6;38;1.0000
валютный контроль;российское правительство;6;44;1.0000
валютный контроль;российская компания;6;40;0.8333
валютный контроль;особая экономическая зона;6;20;0.8333
валютный контроль;окончательное решение;6;36;0.8333
валютный контроль;уголовная ответственность;6;36;0.8333
валютный контроль;последнее время;6;20;0.8333
валютный контроль;управляющая компания;6;27;0.8333
валютный контроль;экономическая ситуация;6;32;1.0000
валютный контроль;законопроект;6;32;0.8333
валютный контроль;экономический рост;6;25;0.8333
валютный контроль;аналитик компании;6;31;0.8333
валютный контроль;украинское правительство;6;35;0.8333
валютный контроль;экономическая политика;6;22;0.8333
валютный контроль;аналитическое управление;6;39;0.8333
валютный контроль;собственное средство;6;38;0.8333
валютный контроль;правительство РФ;6;41;1.0000
валютный контроль;национальная экономика;6;32;1.0000
валютный контроль;Российская Федерация;6;40;0.8333
валютный контроль;иностранная компания;6;38;1.0000
валютный контроль;дополнительное средство;6;35;0.8333
валютный контроль;Следственный комитет;6;31;0.8333
валютный контроль;проект постановления;6;37;1.0000
валютный контроль;российский производитель;6;48;1.0000
валютный контроль;потребительское кредитование;6;29;0.8333
валютный контроль;правительство;6;42;1.0000
валютный контроль;официальный представитель;6;48;1.0000
валютный контроль;экономическое развитие;6;24;0.8333
валютный контроль;значительная часть;6;22;0.8333
валютный контроль;социально-экономическое развитие;6;27;0.8333
валютный контроль;экономическая санкция;6;24;0.8333
валютный контроль;российское законодательство;6;41;1.0000
валютный контроль;исполнительная власть;6;29;0.8333
валютный контроль;Общественная палата;6;24;1.0000
валютный контроль;исполнительный директор;6;42;1.0000
валютный контроль;страховая компания;6;27;1.0000
потребительский кредит;компания;26;39;0.8846
потребительский кредит;российское правительство;26;44;0.8462
потребительский кредит;уголовная ответственность;26;36;0.8462
потребительский кредит;потребительская цена;26;23;0.8077
потребительский кредит;собственное средство;26;38;0.8077
потребительский кредит;правительство РФ;26;41;0.8462
потребительский кредит;иностранная компания;26;38;0.8462
потребительский кредит;российский банк;26;40;0.8077
потребительский кредит;российский производитель;26;48;0.9615
потребительский кредит;потребительское кредитование;26;29;0.9615
потребительский кредит;правительство;26;42;0.8462
потребительский кредит;официальный представитель;26;48;0.9615
потребительский кредит;российское законодательство;26;41;0.8077
потребительский кредит;исполнительный директор;26;42;0.8846
проблема;компания;24;39;0.8333
проблема;российское правительство;24;44;0.9583
проблема;российская компания;24;40;0.8333
проблема;аналитическое управление;24;39;0.8333
проблема;собственное средство;24;38;0.8333
проблема;правительство РФ;24;41;0.8333
проблема;Российская Федерация;24;40;0.8333
проблема;проект постановления;24;37;0.8333
проблема;российский банк;24;40;0.8333
проблема;российский производитель;24;48;1.0000
проблема;правительство;24;42;0.8750
проблема;официальный представитель;24;48;1.0000
проблема;российское законодательство;24;41;0.8750
проблема;исполнительный директор;24;42;0.8750
деньги;банковский сектор;10;17;0.8000
деньги;финансовый рынок;10;26;0.8000
деньги;российское правительство;10;44;0.9000
деньги;уголовная ответственность;10;36;0.8000
деньги;экономическая ситуация;10;32;0.8000
деньги;интеллектуальная собственность;10;24;0.8000
деньги;директор департамента;10;29;0.8000
деньги;население;10;14;0.8000
деньги;Национальное рейтинговое агентство;10;28;0.8000
деньги;информация Известий"";10;21;0.8000
деньги;Центральный банк;10;18;0.8000
деньги;аналитическое управление;10;39;1.0000
деньги;собственное средство;10;38;0.9000
деньги;правительство РФ;10;41;0.8000
деньги;финансовая помощь;10;23;0.8000
деньги;дополнительное средство;10;35;0.8000
деньги;Следственный комитет;10;31;0.8000
деньги;национальная платежная система;10;26;0.8000
деньги;министр финансов;10;29;0.8000
деньги;российский банк;10;40;0.8000
деньги;российский производитель;10;48;0.9000
деньги;правительство;10;42;0.8000
деньги;официальный представитель;10;48;1.0000
деньги;российское законодательство;10;41;0.8000
деньги;исполнительный директор;10;42;1.0000
деньги;финансовая система;10;24;0.8000
заработная плата;проблема;6;24;1.0000
заработная плата;компания;6;39;0.8333
заработная плата;российское правительство;6;44;1.0000
заработная плата;российская компания;6;40;0.8333
заработная плата;уголовная ответственность;6;36;0.8333
заработная плата;экономическая ситуация;6;32;0.8333
заработная плата;законопроект;6;32;0.8333
заработная плата;интеллектуальная собственность;6;24;0.8333
заработная плата;гражданская авиация;6;16;0.8333
заработная плата;Банк России;6;19;0.8333
заработная плата;банк России;6;19;0.8333
заработная плата;аналитическое управление;6;39;1.0000
заработная плата;собственное средство;6;38;0.8333
заработная плата;Гражданский кодекс;6;18;0.8333
заработная плата;иностранная компания;6;38;0.8333
заработная плата;кредитная организация;6;24;0.8333
заработная плата;министр финансов;6;29;0.8333
заработная плата;российский банк;6;40;1.0000
заработная плата;российский производитель;6;48;1.0000
заработная плата;официальный представитель;6;48;1.0000
заработная плата;российское законодательство;6;41;0.8333
чистая прибыль;компания;9;39;0.8889
чистая прибыль;российское правительство;9;44;0.8889
чистая прибыль;собственное средство;9;38;0.8889
чистая прибыль;правительство РФ;9;41;0.8889
чистая прибыль;иностранная компания;9;38;0.8889
чистая прибыль;российский производитель;9;48;0.8889
чистая прибыль;правительство;9;42;0.8889
чистая прибыль;официальный представитель;9;48;0.8889
розничная цена;потребительский кредит;7;26;0.8571
розничная цена;финансовый рынок;7;26;0.8571
розничная цена;российское правительство;7;44;0.8571
розничная цена;окончательное решение;7;36;0.8571
розничная цена;уголовная ответственность;7;36;0.8571
розничная цена;экономическая ситуация;7;32;0.8571
розничная цена;экономический рост;7;25;0.8571
розничная цена;потребительская цена;7;23;1.0000
розничная цена;генеральный директор;7;33;0.8571
розничная цена;директор Института;7;30;0.8571
розничная цена;аналитическое управление;7;39;0.8571
розничная цена;собственное средство;7;38;0.8571
розничная цена;национальная экономика;7;32;0.8571
розничная цена;финансовая помощь;7;23;0.8571
розничная цена;дополнительное средство;7;35;0.8571
розничная цена;национальная платежная система;7;26;0.8571
розничная цена;министр финансов;7;29;0.8571
розничная цена;российский банк;7;40;0.8571
розничная цена;российский производитель;7;48;0.8571
розничная цена;потребительское кредитование;7;29;0.8571
розничная цена;официальный представитель;7;48;1.0000
розничная цена;совет директоров;7;35;0.8571
розничная цена;исполнительная власть;7;29;0.8571
розничная цена;исполнительный директор;7;42;0.8571
розничная цена;финансовая система;7;24;0.8571
розничная цена;потребительский спрос;7;24;0.8571
средний бизнес;компания;11;39;0.8182
средний бизнес;строительство;11;38;0.8182
средний бизнес;российская сторона;11;38;0.8182
средний бизнес;бизнес;11;21;1.0000
средний бизнес;российский газ;11;36;0.8182
средний бизнес;российское правительство;11;44;1.0000
средний бизнес;российская компания;11;40;0.9091
средний бизнес;уголовная ответственность;11;36;0.8182
средний бизнес;российский бюджет;11;33;0.8182
средний бизнес;украинское правительство;11;35;0.8182
средний бизнес;собственное средство;11;38;0.8182
средний бизнес;российская власть;11;37;0.8182
средний бизнес;правительство РФ;11;41;0.8182
средний бизнес;Российская Федерация;11;40;0.8182
средний бизнес;иностранная компания;11;38;0.8182
средний бизнес;российский банк;11;40;0.9091
средний бизнес;российский производитель;11;48;1.0000
средний бизнес;правительство;11;42;0.8182
средний бизнес;официальный представитель;11;48;1.0000
средний бизнес;социально-экономическое развитие;11;27;0.8182
средний бизнес;российское законодательство;11;41;0.9091
средний бизнес;исполнительная власть;11;29;0.8182
средний бизнес;исполнительный директор;11;42;0.9091
средний бизнес;российский бизнес;11;34;0.9091
Федеральная антимонопольная служба;российское правительство;11;44;1.0000
Федеральная антимонопольная служба;российская компания;11;40;0.8182
Федеральная антимонопольная служба;окончательное решение;11;36;1.0000
Федеральная антимонопольная служба;уголовная ответственность;11;36;0.8182
Федеральная антимонопольная служба;генеральный директор;11;33;0.8182
Федеральная антимонопольная служба;Федеральная налоговая служба;11;13;0.8182
Федеральная антимонопольная служба;региональная власть;11;22;0.8182
Федеральная антимонопольная служба;социальная сфера;11;19;0.8182
Федеральная антимонопольная служба;аналитическое управление;11;39;0.9091
Федеральная антимонопольная служба;федеральный бюджет;11;19;0.8182
Федеральная антимонопольная служба;правительство РФ;11;41;0.8182
Федеральная антимонопольная служба;Российская Федерация;11;40;0.9091
Федеральная антимонопольная служба;дополнительное средство;11;35;0.9091
Федеральная антимонопольная служба;Следственный комитет;11;31;0.8182
Федеральная антимонопольная служба;проект постановления;11;37;0.9091
Федеральная антимонопольная служба;российский производитель;11;48;1.0000
Федеральная антимонопольная служба;федеральный закон;11;23;0.9091
Федеральная антимонопольная служба;правительство;11;42;0.9091
Федеральная антимонопольная служба;официальный представитель;11;48;1.0000
Федеральная антимонопольная служба;совет директоров;11;35;0.8182
Федеральная антимонопольная служба;российское законодательство;11;41;0.8182
Федеральная антимонопольная служба;исполнительный директор;11;42;1.0000
компания;строительство;39;38;0.8205
компания;российское правительство;39;44;0.8974
компания;российская компания;39;40;0.8718
компания;правительство РФ;39;41;0.8718
компания;иностранная компания;39;38;0.9744
компания;российский банк;39;40;0.8462
компания;российский производитель;39;48;0.9744
компания;правительство;39;42;0.8974
компания;официальный представитель;39;48;1.0000
компания;российское законодательство;39;41;0.8462
компания;исполнительный директор;39;42;0.8462
кредитный портфель;потребительский кредит;9;26;0.8889
кредитный портфель;компания;9;39;0.8889
кредитный портфель;финансовый рынок;9;26;1.0000
кредитный портфель;национальная валюта;9;24;0.8889
кредитный портфель;просроченная задолженность;9;16;0.8889
кредитный портфель;кредит;9;19;1.0000
кредитный портфель;Национальное рейтинговое агентство;9;28;0.8889
кредитный портфель;генеральный директор;9;33;0.8889
кредитный портфель;аналитическое управление;9;39;0.8889
кредитный портфель;правительство РФ;9;41;0.8889
кредитный портфель;национальная экономика;9;32;0.8889
кредитный портфель;дополнительное средство;9;35;0.8889
кредитный портфель;клиент;9;15;0.8889
кредитный портфель;кредитная организация;9;24;1.0000
кредитный портфель;национальная платежная система;9;26;1.0000
кредитный портфель;министр финансов;9;29;0.8889
кредитный портфель;российский производитель;9;48;0.8889
кредитный портфель;потребительское кредитование;9;29;0.8889
кредитный портфель;правительство;9;42;0.8889
кредитный портфель;официальный представитель;9;48;1.0000
кредитный портфель;совет директоров;9;35;0.8889
кредитный портфель;исполнительный директор;9;42;1.0000
кредитный портфель;финансовая система;9;24;0.8889
пенсионный возраст;компания;8;39;0.8750
пенсионный возраст;российское правительство;8;44;0.8750
пенсионный возраст;уголовная ответственность;8;36;0.8750
пенсионный возраст;иностранная компания;8;38;0.8750
пенсионный возраст;российский производитель;8;48;1.0000
пенсионный возраст;официальный представитель;8;48;0.8750
пенсионный возраст;российское законодательство;8;41;0.8750
пенсионный возраст;исполнительный директор;8;42;0.8750
российский рубль;компания;35;39;0.8000
российский рубль;строительство;35;38;0.8286
российский рубль;российская сторона;35;38;1.0000
российский рубль;российский газ;35;36;0.9714
российский рубль;российская валюта;35;36;0.9714
российский рубль;российское правительство;35;44;1.0000
российский рубль;российская компания;35;40;0.9714
российский рубль;окончательное решение;35;36;0.8000
российский рубль;российский рынок;35;36;0.9714
российский рубль;российский бюджет;35;33;0.8857
российский рубль;российская экономика;35;34;0.8857
российский рубль;аналитическое управление;35;39;0.8000
российский рубль;собственное средство;35;38;0.8571
российский рубль;российская власть;35;37;1.0000
российский рубль;правительство РФ;35;41;0.8286
российский рубль;Российская Федерация;35;40;1.0000
российский рубль;проект постановления;35;37;0.8286
российский рубль;российский банк;35;40;1.0000
российский рубль;российский производитель;35;48;1.0000
российский рубль;правительство;35;42;0.8571
российский рубль;официальный представитель;35;48;0.9714
российский рубль;российское законодательство;35;41;0.9429
российский рубль;исполнительный директор;35;42;0.9143
российский рубль;российский бизнес;35;34;0.9143
данный вопрос;компания;15;39;0.9333
данный вопрос;российский рубль;15;35;1.0000
данный вопрос;российская сторона;15;38;1.0000
данный вопрос;российский газ;15;36;1.0000
данный вопрос;российская валюта;15;36;1.0000
данный вопрос;российское правительство;15;44;1.0000
данный вопрос;российская компания;15;40;1.0000
данный вопрос;окончательное решение;15;36;0.8667
данный вопрос;уголовная ответственность;15;36;0.8000
данный вопрос;российский рынок;15;36;1.0000
данный вопрос;российский бюджет;15;33;0.9333
данный вопрос;российская экономика;15;34;0.9333
данный вопрос;президент России;15;32;0.8667
данный вопрос;аналитическое управление;15;39;0.8000
данный вопрос;собственное средство;15;38;0.8000
данный вопрос;российская власть;15;37;1.0000
данный вопрос;Российская Федерация;15;40;1.0000
данный вопрос;иностранная компания;15;38;0.9333
данный вопрос;проект постановления;15;37;0.8000
данный вопрос;российский банк;15;40;1.0000
данный вопрос;российский производитель;15;48;1.0000
данный вопрос;правительство;15;42;0.8000
данный вопрос;официальный представитель;15;48;1.0000
данный вопрос;совет директоров;15;35;0.8000
данный вопрос;российское законодательство;15;41;0.9333
данный вопрос;исполнительный директор;15;42;0.8667
данный вопрос;российский бизнес;15;34;0.9333
данный вопрос;страховая компания;15;27;0.8000
денежно-кредитная политика;российский рубль;7;35;0.8571
денежно-кредитная политика;финансовый рынок;7;26;1.0000
денежно-кредитная политика;строительство;7;38;0.8571
денежно-кредитная политика;российская сторона;7;38;0.8571
денежно-кредитная политика;российская валюта;7;36;0.8571
денежно-кредитная политика;правоохранительный орган;7;22;0.8571
денежно-кредитная политика;российское правительство;7;44;1.0000
денежно-кредитная политика;национальная валюта;7;24;0.8571
денежно-кредитная политика;окончательное решение;7;36;0.8571
денежно-кредитная политика;уголовная ответственность;7;36;0.8571
денежно-кредитная политика;экономическая ситуация;7;32;0.8571
денежно-кредитная политика;российский рынок;7;36;0.8571
денежно-кредитная политика;законопроект;7;32;0.8571
денежно-кредитная политика;кредит;7;19;1.0000
денежно-кредитная политика;Национальное рейтинговое агентство;7;28;0.8571
денежно-кредитная политика;аналитическое управление;7;39;1.0000
денежно-кредитная политика;собственное средство;7;38;0.8571
денежно-кредитная политика;российская власть;7;37;0.8571
денежно-кредитная политика;правительство РФ;7;41;0.8571
денежно-кредитная политика;национальная экономика;7;32;0.8571
денежно-кредитная политика;Российская Федерация;7;40;1.0000
денежно-кредитная политика;финансовая помощь;7;23;0.8571
денежно-кредитная политика;дополнительное средство;7;35;1.0000
денежно-кредитная политика;клиент;7;15;0.8571
денежно-кредитная политика;Следственный комитет;7;31;0.8571
денежно-кредитная политика;проект постановления;7;37;0.8571
денежно-кредитная политика;кредитная организация;7;24;1.0000
денежно-кредитная политика;национальная платежная система;7;26;1.0000
денежно-кредитная политика;министр финансов;7;29;1.0000
денежно-кредитная политика;российский банк;7;40;0.8571
денежно-кредитная политика;российский производитель;7;48;1.0000
денежно-кредитная политика;потребительское кредитование;7;29;0.8571
денежно-кредитная политика;правительство;7;42;0.8571
