concept1;concept2;size of concept1;size of concept2;confidence
банковский сектор;российское правительство;24;58;0.9583
банковский сектор;аналитическое управление;24;51;0.9583
банковский сектор;дополнительное средство;24;51;0.9583
банковский сектор;российский производитель;24;53;0.8750
банковский сектор;официальный представитель;24;56;0.9167
банковский сектор;российское законодательство;24;51;0.8333
настоящий момент;потребительский кредит;7;29;0.8571
настоящий момент;компания;7;43;0.8571
настоящий момент;российский рубль;7;42;1.0000
настоящий момент;российская сторона;7;43;0.8571
настоящий момент;российский газ;7;42;0.8571
настоящий момент;российская валюта;7;40;0.8571
настоящий момент;российское правительство;7;58;1.0000
настоящий момент;российская компания;7;46;0.8571
настоящий момент;пояснительная записка;7;22;0.8571
настоящий момент;последнее время;7;26;0.8571
настоящий момент;настоящее время;7;21;0.8571
настоящий момент;российский рынок;7;41;0.8571
настоящий момент;российский бюджет;7;42;0.8571
настоящий момент;аналитик компании;7;38;0.8571
настоящий момент;потребительская цена;7;22;0.8571
настоящий момент;директор департамента;7;33;0.8571
настоящий момент;генеральный директор;7;38;0.8571
настоящий момент;украинское правительство;7;45;0.8571
настоящий момент;аналитическое управление;7;51;1.0000
настоящий момент;российская власть;7;43;1.0000
настоящий момент;национальная экономика;7;39;1.0000
настоящий момент;Российская Федерация;7;42;1.0000
настоящий момент;иностранная компания;7;41;0.8571
настоящий момент;дополнительное средство;7;51;0.8571
настоящий момент;проект постановления;7;41;1.0000
настоящий момент;российский банк;7;43;0.8571
настоящий момент;российский производитель;7;53;1.0000
настоящий момент;правительство;7;52;0.8571
настоящий момент;официальный представитель;7;56;1.0000
настоящий момент;экономическое развитие;7;32;0.8571
настоящий момент;совет директоров;7;36;0.8571
настоящий момент;социально-экономическое развитие;7;38;0.8571
настоящий момент;российское законодательство;7;51;1.0000
настоящий момент;исполнительный директор;7;47;0.8571
настоящий момент;российский бизнес;7;42;0.8571
валютный контроль;компания;13;43;0.8462
валютный контроль;строительство;13;46;0.9231
валютный контроль;российское правительство;13;58;0.9231
валютный контроль;украинское правительство;13;45;0.8462
валютный контроль;аналитическое управление;13;51;0.8462
валютный контроль;собственное средство;13;43;0.8462
валютный контроль;правительство РФ;13;45;0.9231
валютный контроль;дополнительное средство;13;51;1.0000
валютный контроль;Следственный комитет;13;43;0.9231
валютный контроль;российский производитель;13;53;0.8462
валютный контроль;правительство;13;52;0.9231
валютный контроль;официальный представитель;13;56;1.0000
потребительский кредит;российское правительство;29;58;0.9655
потребительский кредит;эксперт;29;41;0.8276
потребительский кредит;аналитическое управление;29;51;0.8621
потребительский кредит;дополнительное средство;29;51;0.8966
потребительский кредит;российский производитель;29;53;0.8966
потребительский кредит;потребительское кредитование;29;27;0.8966
потребительский кредит;правительство;29;52;0.8621
потребительский кредит;официальный представитель;29;56;0.8621
проблема;строительство;27;46;0.8148
проблема;российское правительство;27;58;0.9630
проблема;российская компания;27;46;0.8148
проблема;эксперт;27;41;0.8519
проблема;украинское правительство;27;45;0.8519
проблема;аналитическое управление;27;51;0.8148
проблема;дополнительное средство;27;51;0.8889
проблема;проект постановления;27;41;0.8148
проблема;российский производитель;27;53;0.8889
проблема;правительство;27;52;0.8889
проблема;официальный представитель;27;56;0.9259
проблема;российское законодательство;27;51;0.8889
деньги;строительство;9;46;0.8889
деньги;российская сторона;9;43;0.8889
деньги;российское правительство;9;58;1.0000
деньги;российская компания;9;46;0.8889
деньги;эксперт;9;41;0.8889
деньги;украинское правительство;9;45;0.8889
деньги;правительство РФ;9;45;0.8889
деньги;дополнительное средство;9;51;0.8889
деньги;проект постановления;9;41;1.0000
деньги;российский банк;9;43;0.8889
деньги;российский производитель;9;53;0.8889
деньги;правительство;9;52;0.8889
деньги;официальный представитель;9;56;0.8889
деньги;российское законодательство;9;51;1.0000
деньги;исполнительный директор;9;47;0.8889
заработная плата;компания;9;43;0.8889
заработная плата;российское правительство;9;58;1.0000
заработная плата;окончательное решение;9;41;1.0000
заработная плата;управляющая компания;9;35;0.8889
заработная плата;аналитическое управление;9;51;0.8889
заработная плата;иностранная компания;9;41;0.8889
заработная плата;дополнительное средство;9;51;1.0000
заработная плата;официальный представитель;9;56;0.8889
заработная плата;российское законодательство;9;51;1.0000
средняя зарплата;денежное средство;7;32;1.0000
средняя зарплата;уголовная ответственность;7;38;1.0000
средняя зарплата;украинское правительство;7;45;0.8571
средняя зарплата;аналитическое управление;7;51;1.0000
средняя зарплата;собственное средство;7;43;1.0000
средняя зарплата;дополнительное средство;7;51;1.0000
средняя зарплата;Следственный комитет;7;43;1.0000
средняя зарплата;проект постановления;7;41;0.8571
средняя зарплата;официальный представитель;7;56;1.0000
средняя зарплата;течение года;7;27;0.8571
чистая прибыль;российское правительство;8;58;1.0000
чистая прибыль;аналитическое управление;8;51;0.8750
чистая прибыль;национальная экономика;8;39;0.8750
чистая прибыль;дополнительное средство;8;51;0.8750
чистая прибыль;Следственный комитет;8;43;0.8750
чистая прибыль;официальный представитель;8;56;1.0000
розничная цена;потребительский кредит;10;29;0.8000
розничная цена;российское правительство;10;58;1.0000
розничная цена;последнее время;10;26;0.8000
розничная цена;эксперт;10;41;0.9000
розничная цена;аналитическое управление;10;51;0.8000
