concept1;concept2;size of concept1;size of concept2;confidence
банковский сектор;компания;14;42;0.8571
банковский сектор;пояснительная записка;14;21;0.8571
банковский сектор;аналитик компании;14;37;0.8571
банковский сектор;директор департамента;14;30;0.8571
банковский сектор;генеральный директор;14;33;0.9286
банковский сектор;аналитическое управление;14;36;0.9286
банковский сектор;собственное средство;14;37;0.8571
банковский сектор;дополнительное средство;14;39;0.8571
банковский сектор;кредитная организация;14;25;0.8571
банковский сектор;российский производитель;14;41;0.8571
банковский сектор;правительство;14;38;0.8571
банковский сектор;официальный представитель;14;45;0.8571
банковский сектор;совет директоров;14;33;0.9286
банковский сектор;российское законодательство;14;36;0.8571
банковский сектор;исполнительный директор;14;37;0.9286
настоящий момент;компания;7;42;0.8571
настоящий момент;российское правительство;7;39;0.8571
настоящий момент;российская компания;7;37;0.8571
настоящий момент;управляющая компания;7;35;0.8571
настоящий момент;директор департамента;7;30;0.8571
настоящий момент;генеральный директор;7;33;0.8571
настоящий момент;директор Института;7;30;0.8571
настоящий момент;иностранная компания;7;39;0.8571
настоящий момент;дополнительное средство;7;39;1.0000
настоящий момент;Следственный комитет;7;37;0.8571
настоящий момент;официальный представитель;7;45;1.0000
настоящий момент;совет директоров;7;33;1.0000
настоящий момент;российское законодательство;7;36;0.8571
настоящий момент;исполнительная власть;7;23;0.8571
настоящий момент;исполнительный директор;7;37;1.0000
настоящий момент;страховая компания;7;39;0.8571
валютный контроль;российское правительство;8;39;0.8750
валютный контроль;эксперт;8;30;0.8750
валютный контроль;аналитическое управление;8;36;0.8750
валютный контроль;национальная экономика;8;30;0.8750
валютный контроль;Следственный комитет;8;37;0.8750
валютный контроль;российский производитель;8;41;0.8750
валютный контроль;официальный представитель;8;45;0.8750
валютный контроль;российское законодательство;8;36;0.8750
потребительский кредит;компания;20;42;0.9000
потребительский кредит;правоохранительный орган;20;30;0.8500
потребительский кредит;управляющая компания;20;35;0.8000
потребительский кредит;аналитик компании;20;37;0.8000
потребительский кредит;аналитическое управление;20;36;0.9000
потребительский кредит;собственное средство;20;37;0.8500
потребительский кредит;иностранная компания;20;39;0.8500
потребительский кредит;дополнительное средство;20;39;0.8000
потребительский кредит;российский производитель;20;41;0.8500
потребительский кредит;потребительское кредитование;20;18;0.8000
потребительский кредит;официальный представитель;20;45;0.9500
потребительский кредит;российское законодательство;20;36;0.8000
потребительский кредит;страховая компания;20;39;0.8000
проблема;компания;19;42;0.8421
проблема;собственное средство;19;37;0.8421
проблема;российский производитель;19;41;0.8421
проблема;официальный представитель;19;45;0.8421
деньги;компания;12;42;0.9167
деньги;российское правительство;12;39;0.8333
деньги;российская компания;12;37;0.8333
деньги;окончательное решение;12;30;1.0000
деньги;уголовная ответственность;12;29;0.9167
деньги;аналитик компании;12;37;0.8333
деньги;украинское правительство;12;30;0.8333
деньги;собственное средство;12;37;0.9167
деньги;правительство РФ;12;31;0.8333
деньги;иностранная компания;12;39;0.9167
деньги;дополнительное средство;12;39;0.9167
деньги;Следственный комитет;12;37;0.9167
деньги;российский производитель;12;41;0.8333
деньги;правительство;12;38;0.9167
деньги;официальный представитель;12;45;0.9167
деньги;российское законодательство;12;36;0.8333
деньги;страховая компания;12;39;0.9167
заработная плата;компания;10;42;1.0000
заработная плата;российское правительство;10;39;1.0000
заработная плата;российская компания;10;37;1.0000
заработная плата;последнее время;10;15;0.8000
заработная плата;управляющая компания;10;35;0.8000
заработная плата;аналитик компании;10;37;0.9000
заработная плата;директор департамента;10;30;0.9000
заработная плата;генеральный директор;10;33;0.8000
заработная плата;украинское правительство;10;30;0.8000
заработная плата;директор Института;10;30;0.9000
заработная плата;аналитическое управление;10;36;0.8000
заработная плата;иностранная компания;10;39;0.8000
заработная плата;дополнительное средство;10;39;0.8000
заработная плата;российский производитель;10;41;0.8000
заработная плата;правительство;10;38;0.8000
заработная плата;официальный представитель;10;45;0.8000
заработная плата;совет директоров;10;33;0.9000
заработная плата;исполнительный директор;10;37;0.9000
заработная плата;страховая компания;10;39;0.9000
средняя зарплата;компания;7;42;1.0000
средняя зарплата;запрос Известий"";7;25;0.8571
средняя зарплата;денежное средство;7;22;0.8571
средняя зарплата;российское правительство;7;39;0.8571
средняя зарплата;российская компания;7;37;1.0000
средняя зарплата;уголовная ответственность;7;29;0.8571
средняя зарплата;аналитик компании;7;37;0.8571
средняя зарплата;директор Института;7;30;0.8571
средняя зарплата;аналитическое управление;7;36;0.8571
средняя зарплата;иностранная компания;7;39;0.8571
средняя зарплата;дополнительное средство;7;39;1.0000
средняя зарплата;официальный представитель;7;45;0.8571
средняя зарплата;страховая компания;7;39;0.8571
крупнейший банк;компания;13;42;1.0000
крупнейший банк;российское правительство;13;39;0.9231
крупнейший банк;управляющая компания;13;35;1.0000
крупнейший банк;аналитик компании;13;37;1.0000
крупнейший банк;аналитическое управление;13;36;0.9231
крупнейший банк;собственное средство;13;37;0.8462
крупнейший банк;иностранная компания;13;39;0.9231
крупнейший банк;дополнительное средство;13;39;0.9231
крупнейший банк;российский производитель;13;41;0.9231
крупнейший банк;крупная компания;13;34;1.0000
крупнейший банк;официальный представитель;13;45;1.0000
крупнейший банк;российское законодательство;13;36;0.8462
крупнейший банк;исполнительный директор;13;37;0.8462
крупнейший банк;страховая компания;13;39;0.8462
Федеральная антимонопольная служба;российское правительство;8;39;0.8750
Федеральная антимонопольная служба;уголовная ответственность;8;29;0.8750
Федеральная антимонопольная служба;Федеральная налоговая служба;8;10;1.0000
Федеральная антимонопольная служба;заместитель министра;8;24;0.8750
Федеральная антимонопольная служба;собственное средство;8;37;0.8750
Федеральная антимонопольная служба;федеральный бюджет;8;19;1.0000
Федеральная антимонопольная служба;иностранная компания;8;39;0.8750
Федеральная антимонопольная служба;российский производитель;8;41;1.0000
Федеральная антимонопольная служба;федеральный закон;8;18;1.0000
Федеральная антимонопольная служба;официальный представитель;8;45;1.0000
Федеральная антимонопольная служба;федеральная целевая программа;8;14;0.8750
Федеральная антимонопольная служба;российское законодательство;8;36;0.8750
компания;российское правительство;42;39;0.8095
компания;российская компания;42;37;0.8571
компания;управляющая компания;42;35;0.8333
компания;аналитик компании;42;37;0.8810
компания;иностранная компания;42;39;0.9048
компания;дополнительное средство;42;39;0.8333
компания;российский производитель;42;41;0.8810
компания;крупная компания;42;34;0.8095
компания;официальный представитель;42;45;0.9524
компания;страховая компания;42;39;0.9286
кредитный портфель;банковский сектор;8;14;1.0000
кредитный портфель;потребительский кредит;8;20;0.8750
кредитный портфель;компания;8;42;0.8750
кредитный портфель;негосударственный пенсионный фонд;8;22;0.8750
кредитный портфель;правоохранительный орган;8;30;0.8750
кредитный портфель;национальная валюта;8;25;0.8750
кредитный портфель;пояснительная записка;8;21;1.0000
кредитный портфель;Максим Осадчий;8;7;0.8750
кредитный портфель;управляющая компания;8;35;0.8750
кредитный портфель;аналитик компании;8;37;0.8750
кредитный портфель;кредит;8;14;1.0000
кредитный портфель;директор департамента;8;30;0.8750
кредитный портфель;Национальное рейтинговое агентство;8;24;0.8750
кредитный портфель;генеральный директор;8;33;0.8750
кредитный портфель;Центральный банк;8;20;0.8750
кредитный портфель;аналитическое управление;8;36;1.0000
кредитный портфель;собственное средство;8;37;0.8750
кредитный портфель;национальная экономика;8;30;0.8750
кредитный портфель;кредитная организация;8;25;0.8750
кредитный портфель;национальная платежная система;8;20;0.8750
кредитный портфель;российский производитель;8;41;0.8750
кредитный портфель;крупная компания;8;34;0.8750
кредитный портфель;официальный представитель;8;45;0.8750
кредитный портфель;совет директоров;8;33;0.8750
кредитный портфель;российское законодательство;8;36;0.8750
кредитный портфель;исполнительный директор;8;37;0.8750
кредитный портфель;деловая активность;8;17;1.0000
пенсионный возраст;компания;9;42;1.0000
пенсионный возраст;российское правительство;9;39;0.8889
пенсионный возраст;российская компания;9;37;1.0000
пенсионный возраст;управляющая компания;9;35;0.8889
пенсионный возраст;генеральный директор;9;33;0.8889
пенсионный возраст;национальная экономика;9;30;0.8889
пенсионный возраст;дополнительное средство;9;39;0.8889
пенсионный возраст;российский производитель;9;41;0.8889
пенсионный возраст;официальный представитель;9;45;0.8889
пенсионный возраст;совет директоров;9;33;0.8889
пенсионный возраст;российское законодательство;9;36;0.8889
пенсионный возраст;исполнительный директор;9;37;0.8889
пенсионный возраст;страховая компания;9;39;0.8889
российский рубль;компания;24;42;0.9167
российский рубль;российская сторона;24;25;0.9583
российский рубль;российский газ;24;26;1.0000
российский рубль;российская валюта;24;24;0.9167
российский рубль;российское правительство;24;39;1.0000
российский рубль;российская компания;24;37;0.9583
российский рубль;российский рынок;24;25;1.0000
российский рубль;российский бюджет;24;29;1.0000
российский рубль;российская экономика;24;24;0.9167
российский рубль;российская власть;24;24;0.9167
российский рубль;Российская Федерация;24;25;0.9583
российский рубль;иностранная компания;24;39;0.8333
российский рубль;дополнительное средство;24;39;0.8333
российский рубль;Следственный комитет;24;37;0.8750
российский рубль;российский банк;24;30;1.0000
российский рубль;российский производитель;24;41;1.0000
российский рубль;правительство;24;38;0.8750
российский рубль;официальный представитель;24;45;0.9583
российский рубль;российское законодательство;24;36;0.8750
российский рубль;страховая компания;24;39;0.8333
